0.001,0.004,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.003,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
0.0,0.0,0.006,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.0,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.002,0.002,0.016,0.0,0.007,0.005,0.001,0.0,0.001,0.001,0.002,0.003,0.001,0.001,0.0,0.001,0.002,0.001,0.001
0.0,0.001,0.002,0.001,0.0,0.0,0.008,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.001,0.001,0.001,0.003,0.001,0.002,0.002
0.006,0.003,0.019,0.015,0.005,0.014,0.009,0.003,0.007,0.004,0.004,0.006,0.003,0.005,0.003,0.007,0.005,0.004,0.003,0.003,0.004,0.007,0.017,0.016,0.013,0.009,0.009,0.012,0.016,0.013,0.004,0.003,0.007,0.011,0.003,0.007,0.007,0.003,0.003,0.004
0.011,0.019,0.005,0.007,0.011,0.006,0.024,0.006,0.009,0.014,0.012,0.009,0.007,0.008,0.011,0.008,0.01,0.011,0.007,0.023,0.011,0.011,0.021,0.006,0.01,0.007,0.011,0.006,0.005,0.01,0.007,0.007,0.012,0.005,0.014,0.008,0.023,0.007,0.014,0.01
0.028,0.029,0.014,0.043,0.026,0.014,0.059,0.034,0.033,0.023,0.068,0.012,0.027,0.034,0.014,0.02,0.018,0.016,0.015,0.015,0.028,0.049,0.056,0.033,0.023,0.031,0.013,0.014,0.035,0.021,0.027,0.02,0.036,0.014,0.015,0.013,0.029,0.021,0.017,0.018
0.026,0.028,0.023,0.024,0.023,0.049,0.087,0.023,0.045,0.021,0.053,0.048,0.071,0.026,0.024,0.098,0.05,0.027,0.023,0.028,0.054,0.075,0.014,0.038,0.021,0.039,0.152,0.018,0.038,0.063,0.029,0.053,0.05,0.03,0.026,0.026,0.027,0.023,0.047,0.047
0.122,0.088,0.123,0.067,0.156,0.149,0.083,0.12,0.116,0.081,0.08,0.083,0.068,0.073,0.15,0.242,0.086,0.073,0.14,0.148,0.063,0.102,0.14,0.131,0.046,0.122,0.069,0.048,0.064,0.071,0.077,0.08,0.249,0.117,0.104,0.087,0.078,0.095,0.076,0.09
0.418,0.273,0.427,0.331,0.283,0.608,0.35,0.472,0.235,0.558,1.194,1.245,1.235,0.635,0.664,1.926,1.194,0.685,1.297,0.66,1.273,0.645,1.259,0.645,0.624,0.606,1.419,1.352,0.631,0.734,1.911,0.699,0.623,0.607,2.014,0.62,0.66,1.869,1.286,0.607
10.017,3.666,3.423,3.148,3.248,3.347,3.502,10.256,3.166,9.307,3.107,3.015,9.11,2.995,6.126,15.049,3.111,3.261,3.201,3.253,2.304,2.164,4.536,2.319,2.179,2.081,2.125,6.482,2.261,1.967,3.339,3.005,3.018,3.09,3.325,6.348,3.095,12.529,9.436,3.348
