0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.01,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.001
0.003,0.004,0.002,0.004,0.002,0.004,0.008,0.004,0.003,0.004,0.005,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.003,0.003,0.003,0.002,0.004,0.004,0.002,0.002,0.003,0.002,0.003,0.003
0.008,0.008,0.007,0.009,0.009,0.009,0.008,0.011,0.009,0.008,0.009,0.009,0.01,0.009,0.009,0.01,0.01,0.009,0.008,0.012,0.009,0.009,0.007,0.008,0.01,0.008,0.008,0.01,0.008,0.022,0.012,0.017,0.01,0.023,0.016,0.014,0.016,0.013,0.016,0.013
0.032,0.025,0.027,0.03,0.03,0.025,0.032,0.031,0.031,0.031,0.023,0.031,0.039,0.044,0.034,0.039,0.043,0.023,0.023,0.061,0.025,0.034,0.027,0.028,0.026,0.035,0.031,0.034,0.027,0.031,0.029,0.026,0.029,0.032,0.029,0.029,0.033,0.03,0.025,0.032
0.069,0.061,0.056,0.061,0.057,0.058,0.054,0.052,0.052,0.064,0.059,0.058,0.061,0.058,0.061,0.057,0.075,0.058,0.061,0.103,0.051,0.051,0.065,0.067,0.057,0.056,0.072,0.062,0.056,0.066,0.049,0.063,0.082,0.058,0.052,0.094,0.057,0.053,0.053,0.053
0.101,0.127,0.133,0.12,0.103,0.113,0.121,0.102,0.112,0.104,0.087,0.1,0.083,0.099,0.102,0.141,0.098,0.1,0.098,0.097,0.102,0.12,0.104,0.106,0.122,0.148,0.138,0.114,0.113,0.114,0.213,0.307,0.245,0.215,0.269,0.247,0.237,0.241,0.258,0.232
0.132,0.358,0.198,0.131,0.206,0.125,0.14,0.202,0.134,0.206,0.418,0.157,0.326,0.212,0.287,0.222,0.288,0.14,0.141,0.221,0.322,0.314,0.332,0.326,0.317,0.358,0.33,0.346,0.341,0.338,0.363,0.497,0.387,0.368,0.327,0.34,0.344,0.336,0.358,0.335
2.647,2.744,2.823,2.704,2.702,2.649,2.684,2.722,2.717,2.875,0.177,0.185,0.174,0.677,0.175,1.254,1.306,0.177,1.239,0.176,1.308,0.182,0.177,0.191,0.175,0.183,0.177,0.176,1.9,0.236,0.84,0.623,1.393,0.285,0.595,0.807,0.275,0.265,0.255,1.412
6.94,4.579,0.091,6.765,1.983,7.073,7.154,2.833,2.896,2.818,6.38,9.927,10.086,12.442,13.064,10.051,8.948,5.974,11.569,5.91,6.625,11.279,11.986,9.476,9.223,4.9,6.414,9.008,10.396,13.171,2.966,3.181,10.076,3.592,3.308,3.102,10.052,6.635,3.314,3.394
