0.833,0.486,0.285,0.176,0.279,0.048,0.097,0.408,0.18,0.191,0.104,0.164,0.048,0.048,0.138,0.029,0.155,0.139,0.128,0.102,0.083,0.038,0.006,0.068,0.022,0.038,0.047,0.091,0.036,0.095,0.061,0.079,0.126,0.053,0.034,0.102,0.06,0.071,0.053,0.054
0.034,0.057,0.029,0.02,0.03,0.022,0.054,0.053,0.015,0.038,0.014,0.01,0.013,0.049,0.031,0.02,0.029,0.025,0.008,0.017,0.038,0.043,0.056,0.044,0.054,0.056,0.025,0.086,0.083,0.186,0.119,0.039,0.04,0.186,0.125,0.083,0.081,0.036,0.078,0.075
0.025,0.03,0.066,0.021,0.04,0.024,0.042,0.031,0.071,0.054,0.027,0.044,0.045,0.093,0.034,0.038,0.052,0.041,0.03,0.064,0.034,0.048,0.073,0.043,0.033,0.055,0.054,0.034,0.059,0.026,0.085,0.052,0.033,0.055,0.034,0.022,0.129,0.045,0.024,0.039
0.062,0.171,0.054,0.026,0.197,0.066,0.031,0.038,0.097,0.036,0.055,0.058,0.108,0.061,0.094,0.053,0.048,0.033,0.033,0.049,0.045,0.031,0.033,0.057,0.025,0.05,0.044,0.129,0.037,0.084,0.038,0.019,0.031,0.05,0.076,0.022,0.062,0.03,0.044,0.031
0.036,0.039,0.044,0.066,0.045,0.093,0.155,0.035,0.043,0.077,0.045,0.039,0.031,0.042,0.024,0.027,0.036,0.043,0.055,0.043,0.016,0.06,0.051,0.056,0.036,0.043,0.033,0.051,0.038,0.045,0.063,0.035,0.036,0.082,0.025,0.087,0.031,0.027,0.022,0.036
0.039,0.06,0.043,0.041,0.038,0.061,0.042,0.06,0.06,0.044,0.077,0.064,0.058,0.06,0.059,0.093,0.046,0.042,0.051,0.062,0.06,0.039,0.034,0.042,0.042,0.046,0.045,0.044,0.047,0.06,0.061,0.05,0.086,0.063,0.036,0.049,0.068,0.052,0.083,0.043
0.071,0.097,0.128,0.066,0.076,0.045,0.107,0.092,0.071,0.134,0.075,0.078,0.093,0.074,0.073,0.081,0.057,0.055,0.091,0.074,0.078,0.076,0.052,0.058,0.084,0.085,0.077,0.078,0.118,0.072,0.056,0.058,0.055,0.091,0.073,0.064,0.09,0.081,0.08,0.074
0.148,0.167,0.161,0.107,0.131,0.132,0.1,0.158,0.129,0.09,0.091,0.161,0.073,0.112,0.126,0.094,0.078,0.09,0.096,0.081,0.183,0.128,0.118,0.139,0.103,0.153,0.177,0.125,0.156,0.137,0.085,0.101,0.104,0.116,0.097,0.17,0.108,0.105,0.105,0.176
0.132,0.108,0.169,0.118,0.159,0.127,0.106,0.155,0.177,0.096,0.176,0.135,0.254,0.226,0.229,0.242,0.16,0.239,0.22,0.304,0.157,0.125,0.151,0.2,0.129,0.206,0.152,0.175,0.094,0.235,0.227,0.208,0.166,0.161,0.222,0.165,0.155,0.167,0.185,0.207
0.193,0.237,0.204,0.218,0.165,0.157,0.166,0.199,0.286,0.186,0.242,0.314,0.268,0.272,0.189,0.177,0.366,0.308,0.271,0.341,0.181,0.173,0.107,0.163,0.166,0.169,0.207,0.17,0.178,0.168,0.317,0.334,0.238,0.275,0.185,0.264,0.384,0.296,0.196,0.173
