433.0,254.0,137.0,92.0,140.0,23.0,46.0,207.0,90.0,98.0,49.0,77.0,19.0,18.0,65.0,11.0,72.0,64.0,61.0,48.0,41.0,17.0,2.0,30.0,8.0,16.0,21.0,40.0,13.0,42.0,25.0,35.0,56.0,22.0,13.0,46.0,23.0,25.0,17.0,22.0
9.0,17.0,6.0,4.0,8.0,5.0,14.0,16.0,3.0,7.0,3.0,2.0,4.0,16.0,9.0,5.0,7.0,6.0,2.0,4.0,11.0,11.0,16.0,11.0,16.0,15.0,6.0,25.0,23.0,60.0,42.0,10.0,4.0,64.0,42.0,27.0,25.0,9.0,24.0,22.0
6.0,6.0,20.0,3.0,11.0,6.0,11.0,5.0,20.0,14.0,10.0,14.0,18.0,37.0,13.0,12.0,20.0,18.0,10.0,26.0,7.0,12.0,25.0,14.0,10.0,15.0,13.0,6.0,16.0,6.0,37.0,20.0,13.0,22.0,12.0,6.0,56.0,15.0,8.0,13.0
31.0,82.0,16.0,6.0,94.0,27.0,10.0,14.0,45.0,11.0,15.0,17.0,32.0,18.0,28.0,15.0,13.0,7.0,6.0,13.0,11.0,6.0,7.0,14.0,3.0,9.0,9.0,40.0,9.0,27.0,8.0,3.0,7.0,14.0,21.0,3.0,15.0,7.0,10.0,8.0
4.0,4.0,11.0,16.0,9.0,19.0,43.0,6.0,8.0,15.0,4.0,6.0,2.0,4.0,1.0,2.0,4.0,4.0,6.0,4.0,2.0,20.0,14.0,17.0,6.0,8.0,5.0,17.0,7.0,12.0,11.0,4.0,4.0,19.0,2.0,23.0,4.0,3.0,3.0,4.0
2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,9.0,14.0,6.0,7.0,8.0,25.0,2.0,4.0,3.0,7.0,9.0,5.0,2.0,2.0,3.0,10.0,2.0,2.0,2.0,4.0,4.0,4.0,8.0,5.0,1.0,5.0,3.0,3.0,5.0,6.0
3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,9.0,4.0,4.0,8.0,1.0,3.0,6.0,2.0,3.0,11.0,3.0,8.0,16.0,5.0,11.0,12.0,20.0,3.0,2.0,6.0,2.0,6.0,6.0,6.0,10.0,3.0,6.0,4.0
15.0,6.0,7.0,6.0,3.0,2.0,11.0,23.0,7.0,9.0,9.0,27.0,2.0,3.0,4.0,5.0,10.0,7.0,5.0,5.0,7.0,2.0,5.0,2.0,15.0,2.0,10.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0
12.0,23.0,27.0,30.0,19.0,36.0,16.0,32.0,31.0,22.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,6.0,3.0,7.0,2.0,8.0,3.0,3.0,6.0,6.0,6.0
6.0,17.0,11.0,11.0,14.0,5.0,4.0,3.0,10.0,3.0,14.0,18.0,4.0,2.0,2.0,3.0,7.0,2.0,3.0,9.0,8.0,10.0,6.0,17.0,15.0,3.0,2.0,18.0,10.0,17.0,2.0,5.0,3.0,8.0,3.0,2.0,3.0,4.0,4.0,2.0
